Train loss,Validation loss,Test Loss
0.8116259470985423,0.782440689450925,0.5163740848869703
0.8064998419170055,0.7924440254466844,0.8349798768554196
0.6811389656745594,0.6585039697449823,0.5262127446379512
0.6605672010093401,0.6438071278625443,0.5057382622736609
0.7808962051033937,0.7678107337208576,0.8119841432728826
0.9381791496113993,0.9163938916213737,0.480056549787145
0.6601424047472892,0.6269004303854285,0.4690947867138112
0.7514272267886349,0.719774612182544,0.3312679372034529
0.6915699706791746,0.6609249990904674,0.3675128518863224
0.5775270500587317,0.5490123269481749,0.37830543889981283
0.5794086171720474,0.5491942177877482,0.3115420320457207
0.5400711319163135,0.5277804613148553,0.3523643484472961
0.5807381657951637,0.5778618471378818,0.3895646697482347
0.5465491789184573,0.5190927897222818,0.3013199906465899
0.5963750052541975,0.5769480038841542,0.48117202331799924
0.6366288270402666,0.615045895976366,0.2428571843804056
0.6634264315527508,0.6359730642531355,0.23389994599521718
0.6210278343063769,0.6089117285883543,0.26182686616265344
0.7524144462834008,0.7374969952185981,0.3995537449283699
0.6209468656496143,0.5969964558655428,0.3328726996439041
0.6447936300058525,0.6393726233261645,0.24381802214958181
